id,price
700010085020140926T000000,1288747.8
403740028020140923T000000,472654.03
142340016020140618T000000,261068.97
776740006020141119T000000,795951.3
946590050020140617T000000,964882.1
383125015020150326T000000,491526.53
524540003020150223T000000,228709.4
178200016020140530T000000,714994.8
243620039520140610T000000,931569.4
934870002020140825T000000,1149824.9
079700033020150402T000000,350226.22
322204911220150507T000000,355810.38
010920014020150506T000000,641624.7
212504913920140806T000000,1281753.9
329180014020141107T000000,263501.53
333300143020140912T000000,406088.78
788360070020150122T000000,217338.73
666241025020150321T000000,398066.84
030500017020140610T000000,861324.1
132505908320140527T000000,725843.75
812210069020140623T000000,412684.44
193730028020141030T000000,550096.94
889870082020140707T000000,244401.66
559290028520141104T000000,401496.25
036900004520141010T000000,1776883.8
947700030020140728T000000,402174.94
811860008020150220T000000,415321.06
272205901020140618T000000,431050.88
982820054520140513T000000,517026.5
422220021020140522T000000,244614.55
605240163120150205T000000,617390.5
538100041120150410T000000,323820.34
561210006520140529T000000,390428.2
075200003520140520T000000,966236.7
544830015020150105T000000,873996.56
433880060020140609T000000,283572.16
144280040020140628T000000,267898.03
816550151020141125T000000,428321.34
222530058520141120T000000,444539.3
984230003620141008T000000,277457.94
220550040020140514T000000,449842.47
614660017020140703T000000,196385.97
169700037020150325T000000,445690.12
865141009020150508T000000,188039.39
675130038520150424T000000,584693.0
684070116020141029T000000,1132833.2
363008007020140710T000000,467650.7
150480005020150312T000000,1024788.0
743650036020140606T000000,506069.78
042504918120140912T000000,553278.44
556140014020140521T000000,582624.0
313410016220140717T000000,818214.1
431570017520140612T000000,944490.4
803270007220150415T000000,584448.8
777200001020150309T000000,464950.94
435870013520141118T000000,515152.28
124500182020150429T000000,676447.1
885600473020140917T000000,214292.05
111800046520150312T000000,2010984.2
264140029020141028T000000,312722.06
500600003520150427T000000,226131.1
326020011020141208T000000,959031.94
018500016120141015T000000,283730.94
717020008520150327T000000,502963.53
142308905520140613T000000,856836.1
808340006620150423T000000,898517.7
397540026020140902T000000,732472.75
142340022520140721T000000,200024.6
405115007020141223T000000,283280.22
390492073020150427T000000,767604.44
856279015020140626T000000,925186.75
388580610520140521T000000,1557583.8
602150032020150507T000000,476719.25
362996068020140926T000000,561275.75
733460073020141211T000000,350543.3
064330018020140523T000000,594461.0
525570016020140805T000000,439666.66
856272042020150430T000000,2948857.8
947720153020150423T000000,417803.16
757570001520140710T000000,746977.25
068200003020140703T000000,1122653.8
436470087520140729T000000,741697.4
358275012020140715T000000,493695.56
728710013520141001T000000,785027.94
800160013020150501T000000,596461.6
857090002320141010T000000,247496.58
075100002020140626T000000,873589.9
614560151020140822T000000,348999.25
865144074020150121T000000,382593.0
607160034020141113T000000,742486.44
780290022420140707T000000,477304.25
712930420020141222T000000,207509.67
785337002020141014T000000,653990.75
760580009020150108T000000,1297253.8
032205909720141105T000000,298298.72
645030382020140930T000000,757200.0
894639004020140508T000000,605971.25
614660059520150410T000000,177359.45
762570261520150114T000000,297200.1
251710120020140707T000000,442223.0
132172017020140817T000000,943835.8
006500021020140626T000000,402200.66
132407908220141117T000000,389944.44
117600131020150304T000000,2034953.1
111570004020141201T000000,645794.8
613980039020141006T000000,441210.3
436470060020150330T000000,318565.03
109961083020141202T000000,335111.12
926570000520140822T000000,912803.94
722850190320140805T000000,503177.97
278091010020141218T000000,424781.88
195463008020140619T000000,681552.4
725400010020141215T000000,795547.6
001300246020150318T000000,321367.16
422197006020150506T000000,618838.9
082203911120150327T000000,895316.9
612760003620141105T000000,694501.2
730430104520150203T000000,279305.72
684470341020140924T000000,573442.5
510140526520140911T000000,519669.22
722970016520141202T000000,359532.44
911320029020140625T000000,926029.75
721266052020150326T000000,346614.34
431920006020140709T000000,748327.7
248500007620150122T000000,1044196.2
638150215520150116T000000,393737.75
362992106020140715T000000,715149.6
142406905620140805T000000,925605.06
155990008020141121T000000,328255.47
278500029020140507T000000,1195037.0
941840024020141028T000000,543787.7
201380135020150220T000000,332164.44
738530002020140613T000000,835439.6
531810050420140728T000000,575496.4
785540033020140604T000000,1297424.5
682110235020150109T000000,419128.9
885692011020150504T000000,427693.56
785211069020140522T000000,712829.75
375160078420150403T000000,498577.06
685570008020140714T000000,319987.6
685270052020150406T000000,672828.1
133780106020150305T000000,1022085.4
352403914420141007T000000,576718.9
322620010520140523T000000,377744.94
312604926120150316T000000,531617.56
712930052020141013T000000,251833.47
022605906520140903T000000,612455.6
927020016020141028T000000,1227381.4
104270005020140723T000000,939340.56
332406907020140707T000000,282189.28
117500007320140606T000000,2659653.8
607200044020150206T000000,901316.4
641460026020141030T000000,516771.66
546950286020150107T000000,390833.88
103640020020150213T000000,728126.8
137780013520150402T000000,524850.06
729270000520141014T000000,1054952.4
515320050620140731T000000,294856.3
212303903220141027T000000,328368.5
413696001020150327T000000,530447.2
510140391520150403T000000,536329.0
944830006120140708T000000,362638.56
092300028020140722T000000,1625621.1
327860090020141231T000000,526948.5
202570020020150220T000000,262614.7
614660017520141107T000000,163611.28
726620008520150325T000000,676903.4
868228027020140903T000000,491789.12
334210322820140804T000000,738286.6
202577056020141103T000000,897240.94
927620216020141126T000000,672637.56
383063009020150417T000000,255362.98
082206906620150223T000000,539406.7
153090029020141007T000000,520856.03
789980004520141202T000000,532126.3
681780115020150330T000000,805034.3
814630020520140710T000000,633020.2
026300035920140630T000000,625406.7
882290102420150423T000000,372169.2
062965038020150123T000000,288855.06
122603912420150428T000000,2800183.2
674470034320141209T000000,506423.7
941360001020150206T000000,1264059.9
062942008020140820T000000,786031.0
029307031020150213T000000,1591772.4
925090012420150505T000000,431670.84
214090010020150203T000000,319566.75
112006903620141218T000000,318727.62
135730024020141027T000000,401624.94
317910048220150126T000000,504718.78
538100004820150427T000000,162227.53
293730005020150227T000000,1766900.5
785342011020141003T000000,632264.25
927420410020140910T000000,496866.8
278725008020150327T000000,563116.4
087100173520140911T000000,1576749.9
177310012120140623T000000,394401.8
912610076520140801T000000,642284.6
172105928620150121T000000,609131.4
881840049020140611T000000,786072.25
501400010020140924T000000,440506.5
364410010120140707T000000,323521.88
027200012520140829T000000,321117.2
261830019020141224T000000,223728.38
865141074020150219T000000,282416.5
338090012520140527T000000,589753.9
358650107520150109T000000,770661.6
516970002220140915T000000,426376.1
796790015020150430T000000,427509.66
894639015020140722T000000,395506.2
286920011020140621T000000,1143824.9
502190016020140618T000000,690404.25
352800004020150326T000000,1810551.2
701070101620150209T000000,528073.4
389250015020140521T000000,1662772.4
412381009020140909T000000,332328.88
548680007020140620T000000,1985710.2
608300008320140611T000000,262256.78
343850243720150203T000000,487121.78
801860088020140611T000000,211162.58
177835007020140509T000000,877485.9
918470053520150413T000000,1346453.8
118000062520141029T000000,356285.06
785330139020140821T000000,831193.44
785330124020140717T000000,518130.7
025960053020140505T000000,482414.12
756870021520150312T000000,423769.9
865120008020140619T000000,1466561.8
242441011020140611T000000,349621.2
317910006020140916T000000,1109143.8
892900038020140805T000000,510923.03
258190006020150402T000000,605654.06
407780008820140811T000000,659647.06
305680023020140820T000000,336799.56
882490002020150327T000000,778873.5
692960094520140825T000000,333863.53
072304915620141112T000000,306699.78
172304956720140730T000000,516644.53
757491042020141201T000000,714988.7
336240043120140626T000000,530105.3
755080122020150227T000000,541010.44
291100010020150310T000000,304338.25
541240017020150414T000000,397164.72
303420036620141203T000000,1300748.5
867220011020150317T000000,1244339.0
413943091020141021T000000,1520108.5
880781009020140925T000000,410158.4
317910230520140717T000000,779158.75
894460062020140703T000000,564543.44
390410003520140508T000000,394570.72
719933001020150417T000000,512827.84
241460040020140805T000000,263576.9
894180010020150427T000000,1210422.9
416660047320141209T000000,392731.94
806800058520140827T000000,227707.84
781280031020140625T000000,215293.53
292604943720141014T000000,1077686.9
363020052020150421T000000,765068.44
162405921920141105T000000,879338.1
381980028020140819T000000,603294.0
722450037520140715T000000,344939.84
541651014020140710T000000,397282.94
882590046520140507T000000,579011.44
072304959620140509T000000,254496.98
390512054020140618T000000,577885.5
151591029020140825T000000,375371.9
051850046020141008T000000,1037741.4
685270047620141211T000000,617675.56
421740119520150303T000000,1111865.6
024900018020141201T000000,2263783.0
954720034020150120T000000,644537.8
160460122520150420T000000,538414.75
343850108120141215T000000,334322.97
812770044020141211T000000,2636262.2
812630041020140725T000000,541873.3
785215053020140911T000000,395304.8
186140011620150116T000000,811140.1
635400005020140908T000000,1640439.5
299780001520150407T000000,1408127.5
082507901920141203T000000,799293.75
873300004520141007T000000,320638.88
197220042820140625T000000,1342416.2
295440052020150430T000000,1390704.6
788360342520140529T000000,263809.78
062730019520150303T000000,873012.75
444130017020150112T000000,1305604.1
327480050520150424T000000,509464.8
212100030020150219T000000,481951.97
330070048020140820T000000,364383.7
923890006020140529T000000,1001222.56
375160017620150306T000000,272445.8
144640071520150422T000000,267086.8
433100059520140910T000000,230448.9
142506911620141107T000000,1576531.9
320485014020141112T000000,361296.06
336140206620150403T000000,501311.4
809141093020150323T000000,287091.34
724280004020150120T000000,754725.75
247310079020140718T000000,238438.34
343850302120141105T000000,1134723.2
228890014020141218T000000,1183202.4
333200013520140612T000000,404855.25
869145012020150227T000000,1146546.4
541651020020140929T000000,478785.03
312605902720150318T000000,1798877.0
402770126520150501T000000,513506.16
441560004020141129T000000,219328.47
680460024020150211T000000,472003.16
404020049020140820T000000,498025.3
379350092020140731T000000,334837.66
940715025020140924T000000,347706.9
377530003020141231T000000,292157.72
177580109020140530T000000,729197.0
390492125020141010T000000,627548.56
572750056120150414T000000,377197.75
797260144520150116T000000,790255.2
388810002220140925T000000,593963.44
666915079020140731T000000,271907.72
954284041020141108T000000,303059.84
282205918120150413T000000,313024.62
681780084020150325T000000,457291.38
145360228320150507T000000,387429.75
779581011020150512T000000,299743.1
868223095020150317T000000,728336.56
569350084620150420T000000,1057879.1
112506913420150430T000000,1078101.1
793760038020150217T000000,389718.78
225550006020150218T000000,794150.56
868231043020140914T000000,750207.0
757550004020141212T000000,270548.97
790220001520150429T000000,585998.7
041510008520150217T000000,761811.75
503530083420140530T000000,778746.5
436520042520140624T000000,357020.1
234570026020150406T000000,924982.06
947700127020150316T000000,375250.94
447340004520140826T000000,599355.44
343850016820150507T000000,729412.6
032104909020140626T000000,399906.94
570170001120140523T000000,1308129.1
362986016020141028T000000,1236017.2
232660013020150225T000000,989756.1
542301035020150210T000000,1323817.9
620420017020140709T000000,720445.94
674470018120150217T000000,747490.3
802420085520140728T000000,459294.4
664990030120141231T000000,2438041.5
143870004020140825T000000,1038341.3
558990059020140505T000000,454141.78
417850044020150128T000000,254135.61
